id|display_name|description
1ee667e8-d63c-4a39-a85b-a4482a0f1343|Telecommunication|Telecommunication industry consists of companies which makes communication possible worldwide through mobile phones, internet, cable or wirelessly. It allows people to communicate using words, audio or video from any part of the world to any part of the world.<p>Smartphones can send information thousands of miles away within seconds. The leading companies in the telecommunication industry are satellite companies, internet service providers, wireless operator. Wireless internet has helped other industries to generate great revenue.
5c528c38-9deb-4e62-b662-c6f101e9b8f2|Agriculture|Agriculture industry consists of cultivating land, plants and breeding animals to produce foods and other survival things. This industry is an integral part of every country’s economy. The modernization in the agriculture industry took place in the late 20th century, which is known as “Green Revolution”.<p>After that, the agriculture industry has been growing exponentially. The agriculture industry is an important industry of countries like India, Africa and other countries having a good ecosystem. This industry consists of producing, providing, selling and exporting agricultural goods. This industry provides employment to researchers, scientists, biotechnicians, veterinarians, farm labors and development technicians.
9d323250-2850-4be6-91b1-d6e0392b5ae4|Construction|The construction sector is indulged in designing, building, constructing and maintaining the infrastructure. The construction industry can be sub-divided into three categories such as heavy construction, general construction, and specialized construction. Heavy construction includes the construction of bridges and roads etc. General construction includes the building of residential places and commercial real estate. Specialized construction includes making electric and wood things required to construct a building. This era has witnessed the modernization in the way of constructing building and houses. Construction and related types of business industries have benefitted from the advancement of technology. It has given us skyscrapers, which provides a place for everyone even with population growth.
eb997783-ece4-48e0-bc20-bf30b863aaba|Pharmaceutical|The pharmaceutical company is a licensed firm to research, discover, develop, market and sell the drugs. It is an important industry worldwide. It is clearly research and development (R&D) based industry. Constant research is an important aspect of the pharmaceutical industry. These companies research and produce drugs to cure diseases of humans and animals. There are some drugs that also treat symptoms.<p>Pharmaceutical companies are highly regularized companies. The United States’ pharmaceutical industry comprises 45% of the Global Pharmaceutical Market. Johnson & Johnson and Pfizer and Merck &co. are the world’s leading pharmaceutical companies. The United States pharmaceutical industry together with Canada and Mexico make the world’s largest pharmaceutical market.<p>Medical device industry is another aspect of the pharmaceutical industry which deals with surgical equipment’s, medical devices and implants.
36021b51-3a06-40c4-b67b-951b9b09531b|News Media|News Media industry is an important industry. The target of this industry is to provide news to the people. It makes people aware of the happenings in the world. There are various media platform for example newspaper, Television, Radio, online blogs, websites, podcasts. Printed NEWS letters were first circulated in Europe during World War, since then NEWS media has developed drastically.
8ff9bf32-1f88-4aeb-9029-34972d4d9904|Energy|These types of business industries are important because of their wide applications in various sectors. Energy industry can be sub-divided into two categories renewable energy industry and non- renewable business industry. One important source of the renewable energy industry is petroleum. There are different operations take places such as extraction, refining, manufacturing, and sales.<p>Other than that, there is coal energy industry, nuclear power industry electric power industry. These types of business industries play an important role in the development of the nation. These source of energy sources are limited and they are diminishing soon. Therefore, a lot of research is devoted to alternative energy sectors.<p>The alternate energies are solar energy, wind energy, and hydroelectric energy. These days countries are spending a huge amount of money to maximize the use of alternate energy sources.
e4155880-334d-4b18-b964-6d0b0eb5cc27|Manufacturing|Manufacturing is the process of converting raw material and components into the final product to sell in the marketplace for public consumption. Manufacture industry has many categories, for example, food industry, petroleum industry, paper industry, wood industry, leather industry, textile mill industry, apparel industry, transportation equipment industry, electrical equipment industry etc.<p>Goods can be prepared in the mill, factories or plants for example fabric and goods can also be prepared by hands to sell in the market. Manufacturing industries provide employment to educated as well as labor class population of any country.
d859ad2a-8845-4f5b-b403-72ad3ab5ba80|Music|Music industry one among the many types of business industries that run on the passion of people who works in it. This industry is made of Musicians, Composers, Lyrics writers, singers, instrument players. This industry is highly affected by technology. Old are the days when people used to buy CDs and DVDs. The United States of America observed the notable downfall in the CD sales.<p>However, the internet has taken over the other media. People can listen to music online anywhere and any part of the world. Music is available on various online platforms such as Soundcloud, Pandora, Spotify etc. The new term that has been given to this industry is Digital Music Industry.
1c07d389-38c1-4b1a-8440-776ddb14d96a|Mining|The mining industry is dedicated to locating and extracting metals from the surface of the earth all around the world. These metals are used for commercial purposes and jewelry making. This industry also deals with production and trading of metals also.<p>Every country spends a lot for the exploration of a feasible place to extract metals. These types of business industries cause environmental problems, which is a matter of concern globally. This industry requires strict regulations for environmental protection reasons.
ed6bd9bd-f1b6-418d-a07b-0114d7ed97d0|Electronics|The electronics industry is one of the huge industries. This is the type of industry that produces electronics devices for commercial as well as domestic use, for example, smartphones, switches, circuit board, refrigerators, washing machines, and other AI-based goods. Electronic companies produce, market and sell electronic units. Global electronic industry has observed growth by average 5% from the year 2016 to 2018.<p>This industry has the responsibility to produce all technically advanced electronic equipment for the future. At present, the goal of the electronics industry is to mobile ad-hoc networks, smart cars, and wireless charging.
